"twitter_id","author_id","gender","age_range","ideological_binary","ideological_multiclass","split_author_profiling","split_author_attribution","source"
"1313396230362484737","@user80","female","35-49","left","left","nan","test","twitter"
"1258864407246929927","@user135","male","35-49","left","moderate_left","train","train","twitter"
"1299319481085374466","@user27","male","35-49","left","moderate_left","nan","test","twitter"
"1247157665240932352","@user196","male","50-64","left","moderate_left","train","train","twitter"
"1291078679175495682","@user155","male","25-34","left","left","nan","test","twitter"
"1274909811017166851","@user171","female","35-49","left","moderate_left","test","nan","twitter"
"1242843631993700355","@user73","female","35-49","left","moderate_left","test","nan","twitter"
"1233009144136949763","@user238","male","50-64","left","left","val","nan","twitter"
"1324685208730390529","@user106","female","50-64","left","moderate_left","nan","test","twitter"
"1243259922235691009","@user96","male","25-34","left","moderate_left","val","nan","twitter"
"1257767941937999874","@user46","female","35-49","right","moderate_right","test","nan","twitter"
"1252643919478882316","@user175","male","35-49","right","right","train","train","twitter"
"1248277137280417797","@user44","female","50-64","left","left","train","train","twitter"
"1239166674672197633","@user232","female","35-49","left","left","train","train","twitter"
"1240308607821938693","@user2","female","50-64","left","left","test","nan","twitter"
"1234514281514881024","@user119","male","50-64","right","moderate_right","val","nan","twitter"
"1229396479908950017","@user3","female","50-64","left","left","train","train","twitter"
"1219247510839005185","@user166","male","35-49","left","left","val","nan","twitter"
"1319216111586480131","@user115","male","50-64","right","moderate_right","nan","val","twitter"
"1213508926282641408","@user186","female","50-64","right","right","train","train","twitter"
"1295748953175195653","@user141","female","25-34","left","moderate_left","nan","test","twitter"
"1317025656744587264","@user99","male","35-49","left","moderate_left","nan","val","twitter"
"1245098394193977351","@user15","male","35-49","left","left","train","train","twitter"
"1258081127585251330","@user267","female","25-34","right","right","train","train","twitter"
"1330576945185239047","@user84","male","50-64","left","moderate_left","nan","val","twitter"
"1276068880016912384","@user256","female","50-64","right","moderate_right","nan","val","twitter"
"1222969117843562498","@user94","female","35-49","left","moderate_left","train","train","twitter"
"1237758013785755649","@user197","male","50-64","left","left","train","train","twitter"
"1305503406950412293","@user66","female","35-49","right","moderate_right","train","train","twitter"
"1271322245617471488","@user153","male","35-49","left","left","test","nan","twitter"
"1248921934043250688","@user179","female","35-49","left","moderate_left","test","nan","twitter"
"1272432349331021824","@user191","female","50-64","right","moderate_right","train","train","twitter"
"1263800486962106370","@user112","male","35-49","right","moderate_right","train","train","twitter"
"1222583322305531905","@user25","male","35-49","right","moderate_right","train","train","twitter"
"1319248409115693056","@user18","male","50-64","left","left","nan","test","twitter"
"1239257078067314688","@user198","female","35-49","right","moderate_right","train","train","twitter"
"1303606724893511686","@user14","female","50-64","left","moderate_left","val","nan","twitter"
"1259797079116963841","@user32","male","50-64","left","moderate_left","test","nan","twitter"
"1253068851597713408","@user36","female","50-64","right","moderate_right","train","train","twitter"
"1314556475348578306","@user127","male","25-34","right","right","nan","val","twitter"
"1265558982934044673","@user93","male","50-64","left","moderate_left","train","train","twitter"
"1224642841072324617","@user16","male","50-64","left","moderate_left","val","nan","twitter"
"1311229504329781249","@user126","male","25-34","left","moderate_left","nan","test","twitter"
"1275780018816405504","@user151","male","35-49","right","moderate_right","train","train","twitter"
"1230077494121975808","@user147","male","50-64","left","moderate_left","train","train","twitter"
"1265716092837781504","@user184","male","50-64","left","moderate_left","train","train","twitter"
"1262316753297833984","@user69","female","35-49","left","left","train","train","twitter"
"1232345530040291331","@user124","male","35-49","right","moderate_right","test","nan","twitter"
"1293267302088089606","@user162","male","35-49","left","moderate_left","nan","val","twitter"
"1296390580839288833","@user43","female","35-49","right","moderate_right","val","nan","twitter"
"1218865789245235201","@user264","male","35-49","left","left","train","train","twitter"
"1294237334154743809","@user28","male","50-64","right","moderate_right","nan","test","twitter"
"1313026358889582592","@user66","female","35-49","right","moderate_right","nan","val","twitter"
"1217813552423145472","@user181","male","50-64","right","right","test","nan","twitter"
"1274247235249868800","@user114","female","35-49","right","right","train","train","twitter"
"1271731465500397568","@user9","female","25-34","left","left","train","train","twitter"
"1298894918568550401","@user122","male","50-64","right","moderate_right","val","nan","twitter"
"1309929853240606721","@user255","male","over-65","left","moderate_left","nan","test","twitter"
"1326219722359271426","@user201","male","50-64","right","moderate_right","nan","test","twitter"
"1263016748292411393","@user195","female","50-64","left","moderate_left","test","nan","twitter"
"1303932224350433282","@user88","male","25-34","left","left","nan","test","twitter"
"1241468478982406147","@user8","female","35-49","left","moderate_left","test","nan","twitter"
"1222297615175495682","@user177","male","35-49","left","moderate_left","val","nan","twitter"
"1260908322796027904","@user169","male","50-64","right","right","train","train","twitter"
"1288374706358427648","@user63","female","50-64","right","right","val","nan","twitter"
"1256306371701518336","@user219","male","35-49","left","moderate_left","train","train","twitter"
"1264179532749299713","@user38","male","35-49","right","moderate_right","test","nan","twitter"
"1277294341292281856","@user95","female","50-64","left","moderate_left","nan","val","twitter"
"1242869864596897792","@user235","female","50-64","right","moderate_right","test","nan","twitter"
"1319534246894227456","@user202","male","35-49","left","moderate_left","test","nan","twitter"
"1225728875759570944","@user139","female","35-49","left","left","test","nan","twitter"
"1329092575697899523","@user182","male","35-49","left","moderate_left","nan","test","twitter"
"1233464214125252609","@user150","male","35-49","right","right","train","train","twitter"
"1264629373824569344","@user159","female","35-49","right","right","train","train","twitter"
"1255622275115646980","@user226","female","35-49","right","right","train","train","twitter"
"1227970362371182593","@user5","male","35-49","right","moderate_right","val","nan","twitter"
"1261973405814923264","@user214","male","50-64","right","moderate_right","train","train","twitter"
"1250895301969403904","@user183","female","35-49","right","moderate_right","train","train","twitter"
"1307800362187919361","@user232","female","35-49","left","left","nan","val","twitter"
"1318902639439106048","@user222","female","50-64","left","moderate_left","test","nan","twitter"
"1309450077136617472","@user160","male","50-64","right","moderate_right","nan","test","twitter"
"1328769578466500611","@user25","male","35-49","right","moderate_right","nan","val","twitter"
"1260192182415364097","@user234","male","50-64","right","right","test","nan","twitter"
"1244012279475167234","@user217","female","35-49","right","moderate_right","val","nan","twitter"
"1312669510206402561","@user246","male","35-49","left","left","nan","val","twitter"
"1248210044551860224","@user176","male","35-49","right","moderate_right","train","train","twitter"
"1268491663837716485","@user213","female","35-49","right","right","train","train","twitter"
"1240214772920004609","@user230","female","50-64","left","moderate_left","train","train","twitter"
